season,round,circuit_id,date,url,driver,date_of_birth,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time
2022,21,interlagos,2022-11-13,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,3,6,416.0,14.0,1.0,696.0,16.0,1.0,
2022,21,interlagos,2022-11-13,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix,perez,1990-01-26,Mexican,red_bull,4,7,280.0,2.0,2.0,696.0,16.0,1.0,
2022,21,interlagos,2022-11-13,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix,ocon,1996-09-17,French,alpine,16,8,82.0,0.0,8.0,153.0,0.0,4.0,
2022,21,interlagos,2022-11-13,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix,bottas,1989-08-28,Finnish,alfa,14,9,47.0,0.0,10.0,53.0,0.0,6.0,
2022,21,interlagos,2022-11-13,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix,stroll,1998-10-29,Canadian,aston_martin,15,10,13.0,0.0,15.0,49.0,0.0,7.0,
2022,21,interlagos,2022-11-13,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix,vettel,1987-07-03,German,aston_martin,9,11,36.0,0.0,11.0,49.0,0.0,7.0,
2022,21,interlagos,2022-11-13,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix,zhou,1999-05-30,Chinese,alfa,13,12,6.0,0.0,18.0,53.0,0.0,6.0,
2022,21,interlagos,2022-11-13,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix,mick_schumacher,1999-03-22,German,haas,12,13,12.0,0.0,16.0,36.0,0.0,8.0,
2022,21,interlagos,2022-11-13,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix,gasly,1996-02-07,French,alphatauri,10,14,23.0,0.0,14.0,35.0,0.0,9.0,
2022,21,interlagos,2022-11-13,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix,albon,1996-03-23,Thai,williams,19,15,4.0,0.0,19.0,8.0,0.0,10.0,
2022,21,interlagos,2022-11-13,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix,latifi,1995-06-29,Canadian,williams,18,16,2.0,0.0,20.0,8.0,0.0,10.0,
2022,21,interlagos,2022-11-13,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix,norris,1999-11-13,British,mclaren,6,18,111.0,0.0,7.0,146.0,0.0,5.0,
2022,21,interlagos,2022-11-13,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,8,19,24.0,0.0,13.0,36.0,0.0,8.0,
2022,21,interlagos,2022-11-13,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix,ricciardo,1989-07-01,Australian,mclaren,11,20,35.0,0.0,12.0,146.0,0.0,5.0,
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,1,1,429.0,14.0,1.0,719.0,16.0,1.0,1:23.824
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,3,2,290.0,3.0,2.0,524.0,4.0,2.0,1:24.092
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,perez,1990-01-26,Mexican,red_bull,2,3,290.0,2.0,3.0,719.0,16.0,1.0,1:24.052
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,sainz,1994-09-01,Spanish,ferrari,4,4,234.0,1.0,6.0,524.0,4.0,2.0,1:24.242
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,russell,1998-02-15,British,mercedes,6,5,265.0,1.0,4.0,505.0,1.0,3.0,1:24.511
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,norris,1999-11-13,British,mclaren,7,6,113.0,0.0,7.0,148.0,0.0,5.0,1:24.769
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,ocon,1996-09-17,French,alpine,8,7,86.0,0.0,8.0,167.0,0.0,4.0,1:24.830
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,stroll,1998-10-29,Canadian,aston_martin,14,8,14.0,0.0,15.0,50.0,0.0,7.0,1:25.359
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,ricciardo,1989-07-01,Australian,mclaren,13,9,35.0,0.0,12.0,148.0,0.0,5.0,1:25.045
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,vettel,1987-07-03,German,aston_martin,9,10,36.0,0.0,11.0,50.0,0.0,7.0,1:24.961
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,tsunoda,2000-05-11,Japanese,alphatauri,11,11,12.0,0.0,17.0,35.0,0.0,9.0,1:25.219
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,zhou,1999-05-30,Chinese,alfa,15,12,6.0,0.0,18.0,55.0,0.0,6.0,1:25.408
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,albon,1996-03-23,Thai,williams,19,13,4.0,0.0,19.0,8.0,0.0,10.0,1:26.028
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,gasly,1996-02-07,French,alphatauri,17,14,23.0,0.0,14.0,35.0,0.0,9.0,1:25.859
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,bottas,1989-08-28,Finnish,alfa,18,15,49.0,0.0,10.0,55.0,0.0,6.0,1:25.892
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,mick_schumacher,1999-03-22,German,haas,12,16,12.0,0.0,16.0,37.0,0.0,8.0,1:25.225
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,16,17,25.0,0.0,13.0,37.0,0.0,8.0,1:25.834
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,hamilton,1985-01-07,British,mercedes,5,18,240.0,0.0,5.0,505.0,1.0,3.0,1:24.508
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,latifi,1995-06-29,Canadian,williams,20,19,2.0,0.0,20.0,8.0,0.0,10.0,1:26.054
2022,22,yas_marina,2022-11-20,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,alonso,1981-07-29,Spanish,alpine,10,20,81.0,0.0,9.0,167.0,0.0,4.0,1:25.096
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1:29.708
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,perez,1990-01-26,Mexican,red_bull,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1:29.846
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,alonso,1981-07-29,Spanish,aston_martin,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1:30.336
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,sainz,1994-09-01,Spanish,ferrari,4,4,0.0,0.0,0.0,0.0,0.0,0.0,1:30.154
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,hamilton,1985-01-07,British,mercedes,7,5,0.0,0.0,0.0,0.0,0.0,0.0,1:30.384
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,stroll,1998-10-29,Canadian,aston_martin,8,6,0.0,0.0,0.0,0.0,0.0,0.0,1:30.836
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,russell,1998-02-15,British,mercedes,6,7,0.0,0.0,0.0,0.0,0.0,0.0,1:30.340
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,bottas,1989-08-28,Finnish,alfa,12,8,0.0,0.0,0.0,0.0,0.0,0.0,1:31.443
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,gasly,1996-02-07,French,alpine,20,9,0.0,0.0,0.0,0.0,0.0,0.0,1:32.181
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,albon,1996-03-23,Thai,williams,15,10,0.0,0.0,0.0,0.0,0.0,0.0,
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,tsunoda,2000-05-11,Japanese,alphatauri,14,11,0.0,0.0,0.0,0.0,0.0,0.0,1:32.510
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,sargeant,2000-12-31,American,williams,16,12,0.0,0.0,0.0,0.0,0.0,0.0,1:31.652
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,17,13,0.0,0.0,0.0,0.0,0.0,0.0,1:31.892
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,de_vries,1995-02-06,Dutch,alphatauri,19,14,0.0,0.0,0.0,0.0,0.0,0.0,1:32.121
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,hulkenberg,1987-08-19,German,haas,10,15,0.0,0.0,0.0,0.0,0.0,0.0,
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,zhou,1999-05-30,Chinese,alfa,13,16,0.0,0.0,0.0,0.0,0.0,0.0,1:31.473
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,norris,1999-11-13,British,mclaren,11,17,0.0,0.0,0.0,0.0,0.0,0.0,1:31.381
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,ocon,1996-09-17,French,alpine,9,18,0.0,0.0,0.0,0.0,0.0,0.0,1:30.984
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,3,19,0.0,0.0,0.0,0.0,0.0,0.0,1:30.000
2023,1,bahrain,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,piastri,2001-04-06,Australian,mclaren,18,20,0.0,0.0,0.0,0.0,0.0,0.0,1:32.101
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,perez,1990-01-26,Mexican,red_bull,1,1,18.0,0.0,2.0,43.0,1.0,1.0,1:28.265
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,15,2,25.0,1.0,1.0,43.0,1.0,1.0,1:49.953
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,alonso,1981-07-29,Spanish,aston_martin,2,3,15.0,0.0,3.0,23.0,0.0,2.0,1:28.730
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,russell,1998-02-15,British,mercedes,3,4,6.0,0.0,7.0,16.0,0.0,3.0,1:28.857
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,hamilton,1985-01-07,British,mercedes,7,5,10.0,0.0,5.0,16.0,0.0,3.0,1:29.223
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,sainz,1994-09-01,Spanish,ferrari,4,6,12.0,0.0,4.0,12.0,0.0,4.0,1:28.931
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,12,7,0.0,0.0,19.0,12.0,0.0,4.0,1:28.420
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,ocon,1996-09-17,French,alpine,6,8,0.0,0.0,18.0,2.0,0.0,6.0,1:29.078
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,gasly,1996-02-07,French,alpine,9,9,2.0,0.0,9.0,2.0,0.0,6.0,1:29.357
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,13,10,0.0,0.0,13.0,0.0,0.0,9.0,1:29.634
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,tsunoda,2000-05-11,Japanese,alphatauri,16,11,0.0,0.0,11.0,0.0,0.0,8.0,1:29.939
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,hulkenberg,1987-08-19,German,haas,10,12,0.0,0.0,15.0,0.0,0.0,9.0,1:29.451
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,zhou,1999-05-30,Chinese,alfa,11,13,0.0,0.0,16.0,4.0,0.0,5.0,1:29.461
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,de_vries,1995-02-06,Dutch,alphatauri,18,14,0.0,0.0,14.0,0.0,0.0,8.0,1:30.244
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,piastri,2001-04-06,Australian,mclaren,8,15,0.0,0.0,20.0,0.0,0.0,10.0,1:29.243
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,sargeant,2000-12-31,American,williams,20,16,0.0,0.0,12.0,1.0,0.0,7.0,2:08.510
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,norris,1999-11-13,British,mclaren,19,17,0.0,0.0,17.0,0.0,0.0,10.0,1:30.447
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,bottas,1989-08-28,Finnish,alfa,14,18,4.0,0.0,8.0,4.0,0.0,5.0,1:29.668
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,albon,1996-03-23,Thai,williams,17,19,1.0,0.0,10.0,1.0,0.0,7.0,1:29.994
2023,2,jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,stroll,1998-10-29,Canadian,aston_martin,5,20,8.0,0.0,6.0,23.0,0.0,2.0,1:28.945
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,1,1,44.0,1.0,1.0,87.0,2.0,1.0,1:16.732
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,hamilton,1985-01-07,British,mercedes,3,2,20.0,0.0,5.0,38.0,0.0,3.0,1:17.104
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,alonso,1981-07-29,Spanish,aston_martin,4,3,30.0,0.0,3.0,38.0,0.0,2.0,1:17.139
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,stroll,1998-10-29,Canadian,aston_martin,6,4,8.0,0.0,7.0,38.0,0.0,2.0,1:17.308
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,norris,1999-11-13,British,mclaren,13,6,0.0,0.0,20.0,0.0,0.0,10.0,1:18.119
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,hulkenberg,1987-08-19,German,haas,10,7,0.0,0.0,15.0,1.0,0.0,7.0,1:17.735
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,piastri,2001-04-06,Australian,mclaren,16,8,0.0,0.0,19.0,0.0,0.0,10.0,1:18.517
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,zhou,1999-05-30,Chinese,alfa,17,9,0.0,0.0,17.0,4.0,0.0,6.0,1:18.540
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,tsunoda,2000-05-11,Japanese,alphatauri,12,10,0.0,0.0,14.0,0.0,0.0,9.0,1:18.099
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,sainz,1994-09-01,Spanish,ferrari,5,12,20.0,0.0,4.0,26.0,0.0,4.0,1:17.270
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,gasly,1996-02-07,French,alpine,9,13,4.0,0.0,11.0,8.0,0.0,5.0,1:17.675
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,ocon,1996-09-17,French,alpine,11,14,4.0,0.0,10.0,8.0,0.0,5.0,1:17.768
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,de_vries,1995-02-06,Dutch,alphatauri,15,15,0.0,0.0,18.0,0.0,0.0,9.0,1:18.335
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,sargeant,2000-12-31,American,williams,18,16,0.0,0.0,16.0,1.0,0.0,8.0,1:18.557
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,14,17,1.0,0.0,12.0,1.0,0.0,7.0,1:18.129
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,russell,1998-02-15,British,mercedes,2,18,18.0,0.0,6.0,38.0,0.0,3.0,1:16.968
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,albon,1996-03-23,Thai,williams,8,19,1.0,0.0,13.0,1.0,0.0,8.0,1:17.609
2023,3,albert_park,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,7,20,6.0,0.0,8.0,26.0,0.0,4.0,1:17.369
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,perez,1990-01-26,Mexican,red_bull,3,1,54.0,1.0,2.0,123.0,3.0,1.0,1:40.495
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,2,2,69.0,2.0,1.0,123.0,3.0,1.0,1:40.391
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,1,3,6.0,0.0,10.0,26.0,0.0,4.0,1:40.203
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,alonso,1981-07-29,Spanish,aston_martin,6,4,45.0,0.0,3.0,65.0,0.0,2.0,1:41.253
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,sainz,1994-09-01,Spanish,ferrari,4,5,20.0,0.0,5.0,26.0,0.0,4.0,1:41.016
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,hamilton,1985-01-07,British,mercedes,5,6,38.0,0.0,4.0,56.0,0.0,3.0,1:41.177
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,stroll,1998-10-29,Canadian,aston_martin,9,7,20.0,0.0,6.0,65.0,0.0,2.0,1:41.611
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,russell,1998-02-15,British,mercedes,11,8,18.0,0.0,7.0,56.0,0.0,3.0,1:41.654
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,norris,1999-11-13,British,mclaren,7,9,8.0,0.0,8.0,12.0,0.0,5.0,1:41.281
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,tsunoda,2000-05-11,Japanese,alphatauri,8,10,1.0,0.0,16.0,1.0,0.0,9.0,1:41.581
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,piastri,2001-04-06,Australian,mclaren,10,11,4.0,0.0,13.0,12.0,0.0,5.0,1:41.611
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,albon,1996-03-23,Thai,williams,12,12,1.0,0.0,18.0,1.0,0.0,10.0,1:41.818
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,16,13,1.0,0.0,17.0,7.0,0.0,7.0,1:43.417
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,gasly,1996-02-07,French,alpine,17,14,4.0,0.0,14.0,8.0,0.0,6.0,1:44.853
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,sargeant,2000-12-31,American,williams,14,16,0.0,0.0,19.0,1.0,0.0,10.0,1:42.395
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,bottas,1989-08-28,Finnish,alfa,13,18,4.0,0.0,11.0,6.0,0.0,8.0,1:42.259
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,zhou,1999-05-30,Chinese,alfa,15,19,2.0,0.0,15.0,6.0,0.0,8.0,1:42.642
2023,4,baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,de_vries,1995-02-06,Dutch,alphatauri,18,20,0.0,0.0,20.0,1.0,0.0,9.0,1:55.282
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,9,1,93.0,2.0,1.0,180.0,4.0,1.0,
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,perez,1990-01-26,Mexican,red_bull,1,2,87.0,2.0,2.0,180.0,4.0,1.0,1:26.841
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,alonso,1981-07-29,Spanish,aston_martin,2,3,60.0,0.0,3.0,87.0,0.0,2.0,1:27.202
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,russell,1998-02-15,British,mercedes,6,4,28.0,0.0,7.0,76.0,0.0,3.0,1:27.804
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,sainz,1994-09-01,Spanish,ferrari,3,5,34.0,0.0,5.0,62.0,0.0,4.0,1:27.349
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,hamilton,1985-01-07,British,mercedes,13,6,48.0,0.0,4.0,76.0,0.0,3.0,1:27.975
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,7,7,28.0,0.0,6.0,62.0,0.0,4.0,1:27.861
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,gasly,1996-02-07,French,alpine,5,8,4.0,0.0,14.0,8.0,0.0,6.0,1:27.786
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,ocon,1996-09-17,French,alpine,8,9,4.0,0.0,13.0,8.0,0.0,6.0,1:27.935
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,4,10,1.0,0.0,18.0,7.0,0.0,7.0,1:27.767
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,tsunoda,2000-05-11,Japanese,alphatauri,17,11,2.0,0.0,16.0,2.0,0.0,9.0,1:28.429
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,stroll,1998-10-29,Canadian,aston_martin,18,12,27.0,0.0,8.0,87.0,0.0,2.0,1:28.476
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,bottas,1989-08-28,Finnish,alfa,10,13,4.0,0.0,12.0,6.0,0.0,8.0,
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,albon,1996-03-23,Thai,williams,11,14,1.0,0.0,17.0,1.0,0.0,10.0,1:27.795
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,hulkenberg,1987-08-19,German,haas,12,15,6.0,0.0,10.0,7.0,0.0,7.0,1:27.903
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,zhou,1999-05-30,Chinese,alfa,14,16,2.0,0.0,15.0,6.0,0.0,8.0,1:28.091
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,norris,1999-11-13,British,mclaren,16,17,10.0,0.0,9.0,14.0,0.0,5.0,1:28.394
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,de_vries,1995-02-06,Dutch,alphatauri,15,18,0.0,0.0,20.0,2.0,0.0,9.0,1:28.395
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,piastri,2001-04-06,Australian,mclaren,19,19,4.0,0.0,11.0,14.0,0.0,5.0,1:28.484
2023,5,miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,sargeant,2000-12-31,American,williams,20,20,0.0,0.0,19.0,1.0,0.0,10.0,1:28.577
2023,7,catalunya,2023-06-04,https://en.wikipedia.org/wiki/2023_Spanish_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,1,1,144.0,4.0,1.0,249.0,6.0,1.0,1:11.365
2023,7,catalunya,2023-06-04,https://en.wikipedia.org/wiki/2023_Spanish_Grand_Prix,hamilton,1985-01-07,British,mercedes,4,2,69.0,0.0,4.0,119.0,0.0,3.0,1:11.630
2023,7,catalunya,2023-06-04,https://en.wikipedia.org/wiki/2023_Spanish_Grand_Prix,russell,1998-02-15,British,mercedes,12,3,50.0,0.0,5.0,119.0,0.0,3.0,1:12.428
