driver_name,fp_pos_1,fp_time_1,season,round,fp_pos_2,fp_time_2,fp_pos_3,fp_time_3,fl_pos,fl_time,initial_tyre,num_o_ps,qualifying_position,qualifying_time,sprint_position,sprint_laps,sprint_time,has_sprint,qualifying_sprint_position,qualifying_sprint_time,sprint_fl_pos,sprint_fl_time
fernando alonso,5.0,106571.0,2022,8,4.0,104142.0,11.0,104842.0,8.0,107989.0,M,1.0,10.0,103173.0,,,,,,,,
lewis hamilton,6.0,106667.0,2022,8,12.0,104874.0,12.0,104845.0,3.0,107044.0,M,2.0,7.0,102924.0,,,,,,,,
yuki tsunoda,7.0,106696.0,2022,8,8.0,104567.0,16.0,104964.0,5.0,107523.0,M,2.0,8.0,103056.0,,,,,,,,
george russell,8.0,106705.0,2022,8,7.0,104548.0,8.0,104573.0,4.0,107177.0,M,2.0,5.0,102712.0,,,,,,,,
pierre gasly,9.0,106830.0,2022,8,6.0,104315.0,7.0,104491.0,16.0,108519.0,M,1.0,6.0,102845.0,,,,,,,,
esteban ocon,10.0,106917.0,2022,8,9.0,104609.0,9.0,104685.0,14.0,108297.0,H,1.0,13.0,103585.0,,,,,,,,
lando norris,11.0,107691.0,2022,8,10.0,104771.0,5.0,104418.0,9.0,107997.0,M,1.0,11.0,103398.0,,,,,,,,
lance stroll,12.0,107847.0,2022,8,13.0,104874.0,13.0,104879.0,10.0,108038.0,H,2.0,19.0,105371.0,,,,,,,,
kevin magnussen,13.0,107946.0,2022,8,17.0,105588.0,15.0,104919.0,18.0,108789.0,M,1.0,16.0,104643.0,,,,,,,,
sebastian vettel,14.0,107970.0,2022,8,11.0,104781.0,10.0,104689.0,12.0,108206.0,M,1.0,9.0,103091.0,,,,,,,,
valtteri bottas,15.0,108078.0,2022,8,15.0,105115.0,19.0,105574.0,11.0,108179.0,H,1.0,15.0,104444.0,,,,,,,,
zhou guanyu,16.0,108222.0,2022,8,16.0,105264.0,14.0,104913.0,17.0,108723.0,M,2.0,14.0,103790.0,,,,,,,,
alex albon,17.0,108419.0,2022,8,18.0,106397.0,17.0,105479.0,7.0,107966.0,M,2.0,17.0,104719.0,,,,,,,,
daniel ricciardo,18.0,108810.0,2022,8,14.0,105059.0,6.0,104476.0,13.0,108276.0,H,1.0,12.0,103574.0,,,,,,,,
nicholas latifi,19.0,110921.0,2022,8,20.0,107218.0,20.0,106070.0,20.0,109583.0,M,2.0,18.0,105367.0,,,,,,,,
mick schumacher,20.0,118332.0,2022,8,19.0,106425.0,18.0,105532.0,15.0,108410.0,H,2.0,20.0,105775.0,,,,,,,,
max verstappen,1.0,75158.0,2022,9,1.0,74127.0,9.0,94616.0,2.0,75839.0,M,2.0,1.0,81299.0,,,,,,,,
carlos sainz,2.0,75404.0,2022,9,3.0,74352.0,10.0,94778.0,1.0,75749.0,M,2.0,3.0,82096.0,,,,,,,,
fernando alonso,3.0,75531.0,2022,9,5.0,74543.0,1.0,93836.0,8.0,77010.0,M,2.0,2.0,81944.0,,,,,,,,
sergio perez,4.0,75619.0,2022,9,11.0,75167.0,8.0,94498.0,19.0,78844.0,H,,13.0,93127.0,,,,,,,,
charles leclerc,5.0,75666.0,2022,9,2.0,74208.0,20.0,,3.0,75901.0,H,1.0,19.0,,,,,,,,,
george russell,6.0,75822.0,2022,9,7.0,74971.0,7.0,94259.0,5.0,76418.0,M,2.0,8.0,83557.0,,,,,,,,
lance stroll,7.0,75877.0,2022,9,12.0,75396.0,13.0,95531.0,10.0,77421.0,H,1.0,17.0,95532.0,,,,,,,,
lewis hamilton,8.0,75877.0,2022,9,13.0,75421.0,15.0,95692.0,4.0,76167.0,M,2.0,4.0,82891.0,,,,,,,,
sebastian vettel,9.0,76041.0,2022,9,4.0,74442.0,3.0,93891.0,15.0,77956.0,M,2.0,16.0,94512.0,,,,,,,,
daniel ricciardo,10.0,76083.0,2022,9,9.0,75033.0,5.0,94110.0,13.0,77932.0,M,2.0,9.0,83749.0,,,,,,,,
pierre gasly,11.0,76165.0,2022,9,6.0,74879.0,2.0,93889.0,12.0,77810.0,M,2.0,15.0,94492.0,,,,,,,,
lando norris,12.0,76211.0,2022,9,8.0,74987.0,6.0,94248.0,11.0,77495.0,H,2.0,14.0,,,,,,,,,
alex albon,13.0,76308.0,2022,9,18.0,76171.0,16.0,95761.0,14.0,77951.0,M,2.0,12.0,86858.0,,,,,,,,
yuki tsunoda,14.0,76322.0,2022,9,17.0,75567.0,17.0,96261.0,17.0,78309.0,M,2.0,20.0,96575.0,,,,,,,,
esteban ocon,15.0,76421.0,2022,9,10.0,75119.0,4.0,94003.0,9.0,77110.0,M,2.0,7.0,83529.0,,,,,,,,
valtteri bottas,16.0,76426.0,2022,9,20.0,,11.0,95016.0,7.0,76927.0,H,1.0,11.0,86788.0,,,,,,,,
zhou guanyu,17.0,77152.0,2022,9,16.0,75526.0,12.0,95213.0,6.0,76578.0,M,2.0,10.0,84030.0,,,,,,,,
mick schumacher,18.0,77223.0,2022,9,15.0,75516.0,18.0,97388.0,20.0,78967.0,M,,6.0,83356.0,,,,,,,,
nicholas latifi,19.0,77241.0,2022,9,19.0,76509.0,19.0,98394.0,18.0,78540.0,M,2.0,18.0,95660.0,,,,,,,,
kevin magnussen,20.0,77555.0,2022,9,14.0,75499.0,14.0,95643.0,16.0,78046.0,M,1.0,5.0,82960.0,,,,,,,,
valtteri bottas,1.0,102249.0,2022,10,11.0,90000.0,8.0,89185.0,17.0,95103.0,M,2.0,12.0,104232.0,,,,,,,,
lewis hamilton,2.0,102781.0,2022,10,2.0,89105.0,5.0,88488.0,1.0,90510.0,M,3.0,5.0,101995.0,,,,,,,,
carlos sainz,3.0,102967.0,2022,10,1.0,88942.0,6.0,88689.0,2.0,90813.0,M,3.0,1.0,100983.0,,,,,,,,
charles leclerc,4.0,103801.0,2022,10,5.0,89404.0,3.0,88348.0,4.0,91282.0,M,2.0,3.0,101298.0,,,,,,,,
mick schumacher,5.0,103895.0,2022,10,19.0,90609.0,9.0,89510.0,7.0,92109.0,M,3.0,19.0,102708.0,,,,,,,,
zhou guanyu,6.0,106171.0,2022,10,15.0,90271.0,13.0,89752.0,,,M,,9.0,102719.0,,,,,,,,
kevin magnussen,7.0,108161.0,2022,10,17.0,90480.0,20.0,90523.0,12.0,92661.0,S,2.0,17.0,102159.0,,,,,,,,
lance stroll,8.0,111243.0,2022,10,10.0,89942.0,16.0,89892.0,9.0,92379.0,M,3.0,20.0,103430.0,,,,,,,,
yuki tsunoda,9.0,111373.0,2022,10,16.0,90338.0,17.0,90039.0,15.0,93832.0,M,3.0,13.0,104311.0,,,,,,,,
sebastian vettel,10.0,119168.0,2022,10,12.0,90057.0,12.0,89593.0,10.0,92471.0,S,3.0,18.0,102666.0,,,,,,,,
george russell,11.0,,2022,10,8.0,89799.0,4.0,88426.0,,,H,,8.0,102161.0,,,,,,,,
sergio perez,12.0,,2022,10,7.0,89753.0,2.0,88311.0,3.0,90937.0,M,3.0,4.0,101616.0,,,,,,,,
esteban ocon,13.0,,2022,10,13.0,90238.0,11.0,89552.0,14.0,93537.0,M,2.0,15.0,105190.0,,,,,,,,
fernando alonso,14.0,,2022,10,6.0,89695.0,10.0,89520.0,5.0,91609.0,M,3.0,7.0,102116.0,,,,,,,,
alex albon,15.0,,2022,10,14.0,90263.0,14.0,89780.0,,,S,,16.0,102078.0,,,,,,,,
daniel ricciardo,16.0,,2022,10,9.0,89902.0,18.0,90293.0,11.0,92644.0,M,4.0,14.0,104355.0,,,,,,,,
pierre gasly,17.0,,2022,10,18.0,90510.0,15.0,89885.0,16.0,94614.0,M,3.0,11.0,103702.0,,,,,,,,
lando norris,18.0,,2022,10,3.0,89118.0,7.0,89102.0,6.0,91645.0,M,3.0,6.0,102084.0,,,,,,,,
nicholas latifi,19.0,,2022,10,20.0,91326.0,19.0,90489.0,13.0,93286.0,S,3.0,10.0,123095.0,,,,,,,,
max verstappen,20.0,,2022,10,4.0,89149.0,1.0,87901.0,8.0,92354.0,S,4.0,2.0,101055.0,,,,,,,,
max verstappen,1.0,66302.0,2022,11,3.0,68778.0,,,1.0,67275.0,M,3.0,,,1,23,1590059.0,True,1,64984.0,3.0,68455.0
charles leclerc,2.0,66557.0,2022,11,2.0,68660.0,,,2.0,67583.0,M,3.0,,,2,23,1591734.0,True,2,65013.0,1.0,68321.0
george russell,3.0,66702.0,2022,11,7.0,69240.0,,,6.0,69075.0,M,2.0,,,4,23,1603488.0,True,4,65431.0,4.0,68979.0
sergio perez,4.0,66839.0,2022,11,6.0,69179.0,,,20.0,71843.0,M,2.0,,,5,23,1608361.0,True,13,66458.0,5.0,69137.0
lewis hamilton,5.0,66909.0,2022,11,9.0,69350.0,,,5.0,69000.0,M,2.0,,,8,23,1625506.0,True,9,73151.0,9.0,69516.0
kevin magnussen,6.0,66965.0,2022,11,18.0,69960.0,,,14.0,69938.0,M,2.0,,,7,23,1624598.0,True,6,65879.0,6.0,69232.0
carlos sainz,7.0,67039.0,2022,11,1.0,68610.0,,,4.0,68649.0,M,2.0,,,3,23,1595703.0,True,3,65066.0,2.0,68409.0
fernando alonso,8.0,67100.0,2022,11,4.0,68832.0,,,3.0,68558.0,H,3.0,,,dnf,0,,True,8,66103.0,,
mick schumacher,9.0,67246.0,2022,11,15.0,69700.0,,,11.0,69625.0,M,2.0,,,9,23,1627222.0,True,7,66011.0,8.0,69457.0
yuki tsunoda,10.0,67296.0,2022,11,19.0,70005.0,,,16.0,70023.0,H,2.0,,,17,23,1644615.0,True,14,66851.0,14.0,70267.0
lance stroll,11.0,67431.0,2022,11,11.0,69525.0,,,17.0,70048.0,M,2.0,,,13,23,1638300.0,True,17,66847.0,16.0,70295.0
esteban ocon,12.0,67462.0,2022,11,5.0,68848.0,,,10.0,69559.0,M,2.0,,,6,23,1621091.0,True,5,65726.0,7.0,69384.0
sebastian vettel,13.0,67476.0,2022,11,13.0,69602.0,,,15.0,70001.0,H,2.0,,,dnf,21,1538506.0,True,20,67083.0,17.0,70317.0
valtteri bottas,14.0,67522.0,2022,11,8.0,69251.0,,,7.0,69266.0,M,2.0,,,10,23,1627616.0,True,12,66319.0,10.0,69674.0
alex albon,15.0,67582.0,2022,11,16.0,69740.0,,,12.0,69669.0,M,2.0,,,16,23,1642471.0,True,11,66230.0,18.0,70367.0
pierre gasly,16.0,67592.0,2022,11,12.0,69579.0,,,18.0,70104.0,M,2.0,,,15,23,1642184.0,True,10,66160.0,19.0,70409.0
daniel ricciardo,17.0,67743.0,2022,11,17.0,69852.0,,,13.0,69924.0,M,2.0,,,12,23,1629797.0,True,16,66613.0,12.0,69996.0
zhou guanyu,18.0,67889.0,2022,11,14.0,69665.0,,,9.0,69380.0,H,2.0,,,14,23,1640812.0,True,18,66901.0,13.0,70165.0
nicholas latifi,19.0,68149.0,2022,11,20.0,70261.0,,,19.0,70890.0,M,3.0,,,18,23,1658753.0,True,19,67003.0,15.0,70284.0
lando norris,20.0,69915.0,2022,11,10.0,69519.0,,,8.0,69304.0,M,2.0,,,11,23,1628639.0,True,15,85847.0,11.0,69909.0
charles leclerc,1.0,93930.0,2022,12,2.0,92628.0,3.0,92909.0,7.0,98088.0,M,,1.0,90872.0,,,,,,,,
max verstappen,2.0,94021.0,2022,12,3.0,93077.0,1.0,92272.0,2.0,97491.0,M,1.0,2.0,91176.0,,,,,,,,
carlos sainz,3.0,94268.0,2022,12,1.0,92527.0,2.0,92626.0,1.0,95781.0,H,2.0,19.0,,,,,,,,,
george russell,4.0,94881.0,2022,12,4.0,93291.0,6.0,93376.0,3.0,97548.0,M,1.0,6.0,92131.0,,,,,,,,
pierre gasly,5.0,94979.0,2022,12,7.0,93906.0,13.0,93869.0,10.0,98786.0,H,1.0,14.0,93439.0,,,,,,,,
sergio perez,6.0,95174.0,2022,12,10.0,94060.0,5.0,93293.0,5.0,97780.0,M,1.0,3.0,91335.0,,,,,,,,
lando norris,7.0,95232.0,2022,12,6.0,93607.0,9.0,93669.0,11.0,99037.0,M,1.0,5.0,92032.0,,,,,,,,
alex albon,8.0,95414.0,2022,12,16.0,94653.0,8.0,93558.0,16.0,99199.0,M,1.0,13.0,93307.0,,,,,,,,
nyck de vries,9.0,95426.0,2022,12,,,,,,,,,,,,,,,,,,
daniel ricciardo,10.0,95660.0,2022,12,9.0,93984.0,11.0,93788.0,14.0,99133.0,M,1.0,9.0,92922.0,,,,,,,,
zhou guanyu,11.0,95676.0,2022,12,17.0,94654.0,15.0,93911.0,18.0,99368.0,M,2.0,16.0,93674.0,,,,,,,,
lance stroll,12.0,95810.0,2022,12,15.0,94595.0,18.0,94177.0,15.0,99185.0,M,1.0,15.0,93439.0,,,,,,,,
esteban ocon,13.0,95828.0,2022,12,18.0,94660.0,17.0,94122.0,9.0,98684.0,M,1.0,10.0,93048.0,,,,,,,,
sebastian vettel,14.0,95851.0,2022,12,13.0,94420.0,20.0,94536.0,12.0,99044.0,M,1.0,12.0,93276.0,,,,,,,,
fernando alonso,15.0,95875.0,2022,12,11.0,94259.0,7.0,93505.0,8.0,98160.0,M,1.0,7.0,92552.0,,,,,,,,
mick schumacher,16.0,96022.0,2022,12,19.0,95195.0,19.0,94222.0,13.0,99068.0,M,2.0,17.0,93701.0,,,,,,,,
kevin magnussen,17.0,96104.0,2022,12,8.0,93928.0,16.0,94031.0,17.0,99265.0,M,3.0,20.0,,,,,,,,,
yuki tsunoda,18.0,96127.0,2022,12,14.0,94540.0,10.0,93751.0,20.0,100216.0,M,2.0,8.0,92780.0,,,,,,,,
robert kubica,19.0,96332.0,2022,12,,,,,,,,,,,,,,,,,,
nicholas latifi,20.0,97043.0,2022,12,20.0,95412.0,12.0,93841.0,19.0,99650.0,M,3.0,18.0,93794.0,,,,,,,,
lewis hamilton,,,2022,12,5.0,93517.0,4.0,93255.0,4.0,97668.0,M,1.0,4.0,91765.0,,,,,,,,
valtteri bottas,,,2022,12,12.0,94264.0,14.0,93872.0,6.0,97963.0,H,2.0,11.0,93052.0,,,,,,,,
carlos sainz,1.0,78750.0,2022,13,3.0,78676.0,7.0,103589.0,4.0,82000.0,M,2.0,2.0,77421.0,,,,,,,,
max verstappen,2.0,78880.0,2022,13,4.0,78728.0,4.0,103205.0,6.0,82126.0,S,2.0,10.0,78823.0,,,,,,,,
charles leclerc,3.0,79039.0,2022,13,1.0,78445.0,2.0,102141.0,2.0,81622.0,M,3.0,3.0,77567.0,,,,,,,,
lando norris,4.0,79299.0,2022,13,2.0,78662.0,8.0,103743.0,11.0,83043.0,S,2.0,4.0,77769.0,,,,,,,,
george russell,5.0,79606.0,2022,13,8.0,79355.0,5.0,103434.0,9.0,82766.0,S,2.0,1.0,77377.0,,,,,,,,
sergio perez,6.0,79622.0,2022,13,9.0,79397.0,20.0,108240.0,3.0,81940.0,S,2.0,11.0,78516.0,,,,,,,,
lewis hamilton,7.0,79710.0,2022,13,11.0,79547.0,11.0,104832.0,1.0,81386.0,M,2.0,7.0,78142.0,,,,,,,,
daniel ricciardo,8.0,79841.0,2022,13,5.0,78872.0,14.0,105624.0,17.0,83654.0,S,2.0,9.0,78379.0,,,,,,,,
esteban ocon,9.0,80348.0,2022,13,13.0,79614.0,13.0,105570.0,20.0,84149.0,M,1.0,5.0,78018.0,,,,,,,,
fernando alonso,10.0,80377.0,2022,13,6.0,79049.0,6.0,103570.0,18.0,83979.0,M,1.0,6.0,78078.0,,,,,,,,
sebastian vettel,11.0,80383.0,2022,13,7.0,79253.0,9.0,104178.0,10.0,82824.0,S,2.0,18.0,79273.0,,,,,,,,
lance stroll,12.0,80414.0,2022,13,14.0,79702.0,15.0,105638.0,7.0,82437.0,S,2.0,14.0,79137.0,,,,,,,,
pierre gasly,13.0,80456.0,2022,13,15.0,79730.0,19.0,106091.0,14.0,83199.0,S,2.0,20.0,79527.0,,,,,,,,
yuki tsunoda,14.0,80695.0,2022,13,19.0,80521.0,17.0,105850.0,16.0,83538.0,S,3.0,16.0,79240.0,,,,,,,,
zhou guanyu,15.0,80810.0,2022,13,12.0,79605.0,16.0,105691.0,5.0,82029.0,M,2.0,12.0,78573.0,,,,,,,,
alex albon,16.0,80834.0,2022,13,20.0,80615.0,3.0,102381.0,12.0,83047.0,S,3.0,17.0,79256.0,,,,,,,,
kevin magnussen,17.0,80921.0,2022,13,16.0,79818.0,10.0,104655.0,15.0,83511.0,M,3.0,13.0,78825.0,,,,,,,,
mick schumacher,18.0,81027.0,2022,13,17.0,79985.0,12.0,105156.0,13.0,83151.0,M,2.0,15.0,79202.0,,,,,,,,
robert kubica,19.0,81179.0,2022,13,,,,,,,,,,,,,,,,,,
nicholas latifi,20.0,81413.0,2022,13,18.0,80488.0,1.0,101480.0,8.0,82478.0,M,3.0,19.0,79570.0,,,,,,,,
valtteri bottas,,,2022,13,10.0,79411.0,18.0,105930.0,19.0,84002.0,M,1.0,8.0,78157.0,,,,,,,,
carlos sainz,1.0,106538.0,2022,14,5.0,106649.0,3.0,105824.0,7.0,111977.0,S,2.0,1.0,104297.0,,,,,,,,
charles leclerc,2.0,106607.0,2022,14,2.0,106369.0,7.0,106120.0,2.0,109984.0,S,3.0,15.0,104553.0,,,,,,,,
max verstappen,3.0,106755.0,2022,14,1.0,105507.0,2.0,105184.0,1.0,109354.0,S,2.0,14.0,103665.0,,,,,,,,
george russell,4.0,107396.0,2022,14,8.0,107042.0,6.0,106071.0,4.0,110793.0,M,2.0,5.0,105776.0,,,,,,,,
lance stroll,5.0,107437.0,2022,14,4.0,106635.0,16.0,106975.0,14.0,112880.0,M,2.0,9.0,106611.0,,,,,,,,
alex albon,6.0,107835.0,2022,14,11.0,107520.0,14.0,106836.0,16.0,113055.0,M,2.0,6.0,105837.0,,,,,,,,
daniel ricciardo,7.0,108081.0,2022,14,9.0,107255.0,11.0,106646.0,17.0,113080.0,M,2.0,7.0,105767.0,,,,,,,,
yuki tsunoda,8.0,108310.0,2022,14,13.0,107658.0,18.0,107035.0,10.0,112436.0,H,2.0,20.0,106692.0,,,,,,,,
lewis hamilton,9.0,108420.0,2022,14,6.0,106893.0,12.0,106769.0,,,M,,4.0,105503.0,,,,,,,,
sergio perez,10.0,108474.0,2022,14,10.0,107346.0,1.0,105047.0,3.0,110764.0,M,2.0,2.0,104462.0,,,,,,,,
nicholas latifi,11.0,108485.0,2022,14,19.0,108612.0,13.0,106811.0,8.0,112256.0,M,3.0,11.0,106401.0,,,,,,,,
zhou guanyu,12.0,108672.0,2022,14,12.0,107617.0,19.0,107089.0,9.0,112317.0,M,2.0,18.0,106085.0,,,,,,,,
lando norris,13.0,109470.0,2022,14,3.0,106589.0,4.0,105965.0,5.0,111678.0,M,2.0,17.0,106178.0,,,,,,,,
fernando alonso,14.0,109664.0,2022,14,7.0,106975.0,5.0,106061.0,13.0,112868.0,M,2.0,3.0,105368.0,,,,,,,,
sebastian vettel,15.0,109813.0,2022,14,15.0,107867.0,8.0,106166.0,11.0,112515.0,M,2.0,10.0,106344.0,,,,,,,,
esteban ocon,16.0,110315.0,2022,14,16.0,107944.0,9.0,106601.0,6.0,111717.0,M,2.0,16.0,105180.0,,,,,,,,
kevin magnussen,17.0,110982.0,2022,14,17.0,108208.0,17.0,106982.0,18.0,113332.0,M,2.0,12.0,106557.0,,,,,,,,
mick schumacher,18.0,111259.0,2022,14,20.0,109941.0,20.0,112494.0,12.0,112646.0,M,2.0,19.0,107718.0,,,,,,,,
liam lawson,19.0,112065.0,2022,14,,,,,,,,,,,,,,,,,,
valtteri bottas,20.0,,2022,14,18.0,108419.0,15.0,106881.0,,,S,,13.0,107866.0,,,,,,,,
pierre gasly,,,2022,14,14.0,107782.0,10.0,106604.0,15.0,113002.0,M,2.0,8.0,105827.0,,,,,,,,
george russell,1.0,72455.0,2022,15,5.0,72655.0,2.0,71698.0,2.0,73671.0,M,3.0,6.0,71147.0,,,,,,,,
lewis hamilton,2.0,72695.0,2022,15,3.0,72417.0,5.0,72156.0,3.0,73854.0,M,3.0,4.0,70648.0,,,,,,,,
carlos sainz,3.0,72845.0,2022,15,2.0,72349.0,4.0,71971.0,7.0,74643.0,S,3.0,3.0,70434.0,,,,,,,,
lando norris,4.0,72929.0,2022,15,4.0,72448.0,10.0,72591.0,8.0,74706.0,M,3.0,7.0,71174.0,,,,,,,,
daniel ricciardo,5.0,73077.0,2022,15,10.0,73362.0,17.0,73299.0,16.0,75577.0,S,5.0,17.0,72081.0,,,,,,,,
charles leclerc,6.0,73127.0,2022,15,1.0,72345.0,1.0,71632.0,6.0,74413.0,S,4.0,2.0,70363.0,,,,,,,,
sergio perez,7.0,73416.0,2022,15,12.0,73493.0,6.0,72176.0,5.0,74404.0,S,4.0,5.0,71077.0,,,,,,,,
fernando alonso,8.0,73633.0,2022,15,7.0,72848.0,7.0,72327.0,4.0,74144.0,S,3.0,13.0,71613.0,,,,,,,,
esteban ocon,9.0,73963.0,2022,15,9.0,73305.0,14.0,73003.0,11.0,75084.0,S,3.0,12.0,71605.0,,,,,,,,
alex albon,10.0,74063.0,2022,15,17.0,73837.0,13.0,72775.0,15.0,75534.0,M,4.0,15.0,71802.0,,,,,,,,
mick schumacher,11.0,74163.0,2022,15,13.0,73604.0,9.0,72558.0,13.0,75233.0,M,4.0,8.0,71442.0,,,,,,,,
lance stroll,12.0,74257.0,2022,15,6.0,72746.0,12.0,72773.0,10.0,75043.0,S,4.0,10.0,,,,,,,,,
kevin magnussen,13.0,74405.0,2022,15,19.0,74282.0,11.0,72606.0,14.0,75369.0,M,4.0,18.0,72319.0,,,,,,,,
pierre gasly,14.0,74474.0,2022,15,16.0,73666.0,15.0,73046.0,12.0,75165.0,S,4.0,11.0,71512.0,,,,,,,,
sebastian vettel,15.0,74500.0,2022,15,14.0,73611.0,8.0,72491.0,9.0,74862.0,S,4.0,19.0,72391.0,,,,,,,,
zhou guanyu,16.0,74534.0,2022,15,15.0,73624.0,19.0,73421.0,17.0,75940.0,S,4.0,14.0,71704.0,,,,,,,,
yuki tsunoda,17.0,74630.0,2022,15,11.0,73419.0,16.0,73256.0,20.0,77138.0,S,3.0,9.0,72556.0,,,,,,,,
valtteri bottas,18.0,74695.0,2022,15,18.0,74167.0,18.0,73359.0,19.0,76844.0,S,2.0,16.0,71961.0,,,,,,,,
max verstappen,19.0,74714.0,2022,15,8.0,73042.0,3.0,71793.0,1.0,73652.0,S,4.0,1.0,70342.0,,,,,,,,
nicholas latifi,20.0,75122.0,2022,15,20.0,74797.0,20.0,73625.0,18.0,76066.0,S,4.0,20.0,73353.0,,,,,,,,
charles leclerc,1.0,82410.0,2022,16,3.0,81857.0,2.0,81599.0,2.0,84336.0,S,3.0,1.0,80161.0,,,,,,,,
carlos sainz,2.0,82487.0,2022,16,1.0,81664.0,4.0,81897.0,4.0,84446.0,M,2.0,18.0,80429.0,,,,,,,,
george russell,3.0,82689.0,2022,16,5.0,82386.0,7.0,82357.0,7.0,85288.0,S,2.0,2.0,81542.0,,,,,,,,
lewis hamilton,4.0,82831.0,2022,16,7.0,82503.0,10.0,82567.0,3.0,84434.0,M,1.0,19.0,81524.0,,,,,,,,
max verstappen,5.0,82840.0,2022,16,2.0,81807.0,1.0,81252.0,6.0,84745.0,S,2.0,7.0,80306.0,,,,,,,,
esteban ocon,6.0,83075.0,2022,16,8.0,82728.0,9.0,82506.0,11.0,86593.0,S,1.0,14.0,82130.0,,,,,,,,
fernando alonso,7.0,83099.0,2022,16,9.0,82752.0,5.0,82306.0,18.0,87203.0,M,1.0,6.0,,,,,,,,,
yuki tsunoda,8.0,83260.0,2022,16,15.0,83217.0,8.0,82430.0,17.0,86857.0,M,2.0,20.0,,,,,,,,,
valtteri bottas,9.0,83394.0,2022,16,13.0,82993.0,16.0,82950.0,9.0,85706.0,M,1.0,15.0,82235.0,,,,,,,,
daniel ricciardo,10.0,83511.0,2022,16,11.0,82911.0,15.0,82871.0,12.0,86603.0,M,1.0,4.0,81925.0,,,,,,,,
alex albon,11.0,83529.0,2022,16,10.0,82835.0,,,,,,,,,,,,,,,,
zhou guanyu,12.0,83570.0,2022,16,12.0,82938.0,11.0,82657.0,10.0,86361.0,M,1.0,9.0,82577.0,,,,,,,,
pierre gasly,13.0,83640.0,2022,16,14.0,83135.0,12.0,82755.0,14.0,86718.0,M,1.0,5.0,82648.0,,,,,,,,
sergio perez,14.0,83661.0,2022,16,6.0,82394.0,3.0,81848.0,1.0,84030.0,M,2.0,13.0,81206.0,,,,,,,,
lance stroll,15.0,83688.0,2022,16,18.0,83785.0,20.0,83739.0,19.0,87467.0,M,2.0,12.0,82748.0,,,,,,,,
lando norris,16.0,83856.0,2022,16,4.0,82338.0,6.0,82319.0,5.0,84718.0,M,2.0,3.0,81584.0,,,,,,,,
kevin magnussen,17.0,84006.0,2022,16,16.0,83557.0,18.0,83203.0,16.0,86798.0,M,2.0,16.0,82908.0,,,,,,,,
antonio giovinazzi,18.0,84317.0,2022,16,,,,,,,,,,,,,,,,,,
nyck de vries,19.0,84731.0,2022,16,,,14.0,82869.0,13.0,86624.0,S,1.0,8.0,82471.0,,,,,,,,
nicholas latifi,20.0,84941.0,2022,16,19.0,83982.0,13.0,82776.0,15.0,86798.0,M,2.0,10.0,82587.0,,,,,,,,
sebastian vettel,,,2022,16,17.0,83731.0,17.0,83104.0,20.0,87501.0,M,,11.0,82636.0,,,,,,,,
mick schumacher,,,2022,16,20.0,84586.0,19.0,83392.0,8.0,85298.0,M,1.0,17.0,83005.0,,,,,,,,
lewis hamilton,1.0,103033.0,2022,17,5.0,103182.0,12.0,121220.0,10.0,110622.0,I,1.0,3.0,109466.0,,,,,,,,
max verstappen,2.0,103117.0,2022,17,4.0,102926.0,2.0,118308.0,5.0,109142.0,I,2.0,8.0,111395.0,,,,,,,,
charles leclerc,3.0,103435.0,2022,17,2.0,102795.0,1.0,117782.0,4.0,108753.0,I,1.0,1.0,109412.0,,,,,,,,
sergio perez,4.0,103839.0,2022,17,9.0,103906.0,5.0,119526.0,2.0,108165.0,I,1.0,2.0,109434.0,,,,,,,,
george russell,5.0,104066.0,2022,17,3.0,102911.0,9.0,121010.0,1.0,106458.0,I,4.0,20.0,114012.0,,,,,,,,
carlos sainz,6.0,104138.0,2022,17,1.0,102587.0,3.0,118848.0,3.0,108414.0,I,1.0,4.0,109583.0,,,,,,,,
esteban ocon,7.0,104736.0,2022,17,6.0,103412.0,7.0,120911.0,17.0,121105.0,I,,17.0,116337.0,,,,,,,,
lance stroll,8.0,105221.0,2022,17,10.0,103982.0,6.0,120373.0,7.0,110283.0,I,1.0,11.0,114211.0,,,,,,,,
pierre gasly,9.0,105258.0,2022,17,14.0,104469.0,13.0,121245.0,9.0,110569.0,I,1.0,7.0,111211.0,,,,,,,,
fernando alonso,10.0,105336.0,2022,17,8.0,103520.0,4.0,119429.0,16.0,120463.0,I,,5.0,109966.0,,,,,,,,
sebastian vettel,11.0,105354.0,2022,17,12.0,104249.0,8.0,121007.0,11.0,110669.0,I,1.0,13.0,114380.0,,,,,,,,
daniel ricciardo,12.0,105724.0,2022,17,18.0,105447.0,10.0,121036.0,12.0,111006.0,I,1.0,16.0,116226.0,,,,,,,,
valtteri bottas,13.0,105725.0,2022,17,7.0,103431.0,18.0,122066.0,13.0,111864.0,I,1.0,15.0,116083.0,,,,,,,,
kevin magnussen,14.0,106028.0,2022,17,13.0,104422.0,11.0,121089.0,14.0,112067.0,I,2.0,9.0,111573.0,,,,,,,,
yuki tsunoda,15.0,106081.0,2022,17,17.0,105211.0,15.0,121679.0,15.0,118716.0,I,1.0,10.0,111983.0,,,,,,,,
alex albon,16.0,106119.0,2022,17,16.0,105144.0,17.0,121907.0,18.0,122121.0,I,1.0,18.0,116985.0,,,,,,,,
