driver_name,fp_pos_1,fp_time_1,season,round,fp_pos_2,fp_time_2,fp_pos_3,fp_time_3,fl_pos,fl_time,initial_tyre,num_o_ps,qualifying_position,qualifying_time,sprint_position,sprint_laps,sprint_time,has_sprint,qualifying_sprint_position,qualifying_sprint_time,sprint_fl_pos,sprint_fl_time
marcus ericsson,17.0,93508.0,2018,2,19.0,92733.0,16.0,91859.0,15.0,95093.0,S,1.0,17.0,91063.0,,,,,,,,
sergio perez,18.0,93662.0,2018,2,14.0,91868.0,14.0,91564.0,14.0,95075.0,S,2.0,12.0,90156.0,,,,,,,,
esteban ocon,19.0,93794.0,2018,2,13.0,91809.0,13.0,91554.0,12.0,95043.0,SS,2.0,8.0,89874.0,,,,,,,,
max verstappen,20.0,,2018,2,5.0,90745.0,2.0,90393.0,,,S,1.0,15.0,,,,,,,,,
lewis hamilton,1.0,93999.0,2018,3,1.0,93482.0,5.0,94057.0,4.0,96878.0,S,1.0,4.0,91675.0,,,,,,,,
kimi raikkonen,2.0,94358.0,2018,3,2.0,93489.0,2.0,93469.0,3.0,96456.0,S,1.0,2.0,91182.0,,,,,,,,
valtteri bottas,3.0,94457.0,2018,3,3.0,93515.0,3.0,93761.0,6.0,96987.0,S,1.0,3.0,91625.0,,,,,,,,
daniel ricciardo,4.0,94537.0,2018,3,9.0,94557.0,15.0,95061.0,1.0,95785.0,US,2.0,6.0,91948.0,,,,,,,,
max verstappen,5.0,94668.0,2018,3,5.0,93823.0,4.0,93969.0,2.0,96206.0,US,2.0,5.0,91796.0,,,,,,,,
sebastian vettel,6.0,94861.0,2018,3,4.0,93590.0,1.0,93018.0,9.0,97479.0,S,1.0,1.0,91095.0,,,,,,,,
kevin magnussen,7.0,95178.0,2018,3,7.0,94458.0,6.0,94329.0,14.0,98152.0,S,1.0,11.0,92986.0,,,,,,,,
carlos sainz,8.0,95616.0,2018,3,8.0,94473.0,9.0,94582.0,11.0,97754.0,US,2.0,9.0,92819.0,,,,,,,,
romain grosjean,9.0,95718.0,2018,3,19.0,96471.0,20.0,95756.0,8.0,97410.0,US,2.0,10.0,92855.0,,,,,,,,
nico hulkenberg,10.0,95800.0,2018,3,6.0,94313.0,11.0,94841.0,5.0,96881.0,US,2.0,7.0,92532.0,,,,,,,,
pierre gasly,11.0,96037.0,2018,3,12.0,94849.0,16.0,95079.0,15.0,98367.0,M,2.0,17.0,94101.0,,,,,,,,
fernando alonso,12.0,96044.0,2018,3,10.0,94632.0,12.0,94851.0,7.0,97234.0,S,1.0,13.0,93232.0,,,,,,,,
sergio perez,13.0,96051.0,2018,3,11.0,94792.0,7.0,94445.0,10.0,97673.0,US,2.0,8.0,92758.0,,,,,,,,
esteban ocon,14.0,96351.0,2018,3,13.0,94874.0,8.0,94456.0,12.0,97985.0,S,2.0,12.0,93057.0,,,,,,,,
sergey sirotkin,15.0,96691.0,2018,3,16.0,95340.0,10.0,94741.0,18.0,98624.0,S,2.0,16.0,94062.0,,,,,,,,
brendon hartley,16.0,96715.0,2018,3,15.0,95333.0,14.0,94991.0,20.0,99376.0,US,3.0,15.0,93795.0,,,,,,,,
charles leclerc,17.0,96723.0,2018,3,18.0,95916.0,18.0,95497.0,19.0,98808.0,S,1.0,19.0,94454.0,,,,,,,,
stoffel vandoorne,18.0,96756.0,2018,3,14.0,95163.0,13.0,94977.0,13.0,98137.0,S,1.0,14.0,93505.0,,,,,,,,
marcus ericsson,19.0,96909.0,2018,3,17.0,95624.0,19.0,95679.0,16.0,98386.0,S,1.0,20.0,94914.0,,,,,,,,
lance stroll,20.0,97277.0,2018,3,20.0,97147.0,17.0,95375.0,17.0,98500.0,S,1.0,18.0,94285.0,,,,,,,,
valtteri bottas,1.0,104242.0,2018,4,4.0,103570.0,5.0,103569.0,1.0,105149.0,SS,1.0,3.0,101837.0,,,,,,,,
daniel ricciardo,2.0,104277.0,2018,4,1.0,102795.0,12.0,104861.0,3.0,105419.0,SS,1.0,4.0,101911.0,,,,,,,,
sergio perez,3.0,105075.0,2018,4,12.0,104142.0,6.0,103936.0,6.0,106206.0,US,2.0,8.0,102547.0,,,,,,,,
lewis hamilton,4.0,105200.0,2018,4,5.0,103603.0,2.0,103452.0,2.0,105412.0,SS,2.0,2.0,101677.0,,,,,,,,
esteban ocon,5.0,105237.0,2018,4,7.0,103814.0,9.0,104220.0,,,US,,7.0,102523.0,,,,,,,,
max verstappen,6.0,105559.0,2018,4,3.0,102911.0,4.0,103519.0,5.0,105771.0,SS,1.0,5.0,101994.0,,,,,,,,
fernando alonso,7.0,106465.0,2018,4,6.0,103700.0,11.0,104763.0,12.0,107449.0,SS,2.0,12.0,104019.0,,,,,,,,
sergey sirotkin,8.0,106480.0,2018,4,17.0,105007.0,10.0,104534.0,,,SS,,11.0,103886.0,,,,,,,,
pierre gasly,9.0,106492.0,2018,4,15.0,104712.0,13.0,104905.0,15.0,108035.0,US,2.0,17.0,104496.0,,,,,,,,
sebastian vettel,10.0,106513.0,2018,4,11.0,104127.0,1.0,103091.0,4.0,105530.0,SS,2.0,1.0,101498.0,,,,,,,,
lance stroll,11.0,106590.0,2018,4,14.0,104459.0,8.0,104123.0,8.0,106815.0,SS,2.0,10.0,103585.0,,,,,,,,
brendon hartley,12.0,106747.0,2018,4,18.0,105051.0,20.0,106186.0,17.0,108288.0,S,3.0,19.0,117354.0,,,,,,,,
nico hulkenberg,13.0,106749.0,2018,4,10.0,104091.0,17.0,105456.0,18.0,108867.0,US,,14.0,103066.0,,,,,,,,
romain grosjean,14.0,106856.0,2018,4,13.0,104425.0,15.0,105261.0,10.0,106880.0,S,2.0,20.0,,,,,,,,,
kimi raikkonen,15.0,106861.0,2018,4,2.0,102864.0,3.0,103493.0,7.0,106523.0,US,2.0,6.0,102490.0,,,,,,,,
charles leclerc,16.0,106875.0,2018,4,16.0,104940.0,14.0,105218.0,11.0,107403.0,SS,2.0,13.0,104074.0,,,,,,,,
marcus ericsson,17.0,107073.0,2018,4,20.0,106042.0,19.0,105910.0,14.0,107925.0,SS,4.0,18.0,105541.0,,,,,,,,
kevin magnussen,18.0,107434.0,2018,4,9.0,103977.0,7.0,103958.0,16.0,108155.0,SS,2.0,15.0,104759.0,,,,,,,,
stoffel vandoorne,19.0,107967.0,2018,4,19.0,105288.0,18.0,105505.0,13.0,107666.0,SS,4.0,16.0,104489.0,,,,,,,,
carlos sainz,20.0,108741.0,2018,4,8.0,103834.0,16.0,105432.0,9.0,106856.0,US,2.0,9.0,103351.0,,,,,,,,
valtteri bottas,1.0,78148.0,2018,5,5.0,78611.0,2.0,77294.0,5.0,79478.0,S,1.0,2.0,76213.0,,,,,,,,
lewis hamilton,2.0,78997.0,2018,5,1.0,78259.0,1.0,77281.0,3.0,79133.0,S,1.0,1.0,76173.0,,,,,,,,
sebastian vettel,3.0,79098.0,2018,5,4.0,78585.0,3.0,77550.0,2.0,79128.0,S,2.0,3.0,76305.0,,,,,,,,
max verstappen,4.0,79187.0,2018,5,3.0,78533.0,12.0,79013.0,4.0,79422.0,S,1.0,5.0,76816.0,,,,,,,,
kimi raikkonen,5.0,79499.0,2018,5,6.0,78829.0,4.0,77581.0,11.0,81531.0,S,1.0,4.0,76612.0,,,,,,,,
fernando alonso,6.0,79858.0,2018,5,12.0,80035.0,9.0,78847.0,7.0,80727.0,SS,1.0,8.0,77721.0,,,,,,,,
daniel ricciardo,7.0,79871.0,2018,5,2.0,78392.0,5.0,77981.0,1.0,78441.0,S,1.0,6.0,76818.0,,,,,,,,
romain grosjean,8.0,79906.0,2018,5,7.0,79579.0,7.0,78706.0,,,S,,10.0,77835.0,,,,,,,,
stoffel vandoorne,9.0,80083.0,2018,5,9.0,79722.0,14.0,79236.0,16.0,82594.0,S,1.0,11.0,78323.0,,,,,,,,
pierre gasly,10.0,80508.0,2018,5,14.0,80373.0,10.0,78886.0,,,S,,12.0,78463.0,,,,,,,,
kevin magnussen,11.0,80637.0,2018,5,8.0,79643.0,6.0,78357.0,6.0,80246.0,S,1.0,7.0,77676.0,,,,,,,,
charles leclerc,12.0,80665.0,2018,5,16.0,80514.0,15.0,79292.0,14.0,82122.0,S,1.0,14.0,78910.0,,,,,,,,
sergio perez,13.0,80924.0,2018,5,10.0,79962.0,16.0,79376.0,8.0,81128.0,S,2.0,15.0,79098.0,,,,,,,,
marcus ericsson,14.0,80984.0,2018,5,15.0,80501.0,18.0,79744.0,15.0,82487.0,M,1.0,17.0,79493.0,,,,,,,,
carlos sainz,15.0,81053.0,2018,5,17.0,80672.0,8.0,78783.0,9.0,81324.0,S,1.0,9.0,77790.0,,,,,,,,
esteban ocon,16.0,81144.0,2018,5,11.0,80024.0,13.0,79121.0,13.0,82117.0,S,1.0,13.0,78696.0,,,,,,,,
nico hulkenberg,17.0,81159.0,2018,5,13.0,80183.0,11.0,78905.0,,,S,,16.0,78923.0,,,,,,,,
brendon hartley,18.0,81373.0,2018,5,18.0,81265.0,17.0,79428.0,10.0,81439.0,S,2.0,20.0,,,,,,,,,
robert kubica,19.0,81510.0,2018,5,,,,,,,,,,,,,,,,,,
lance stroll,20.0,82756.0,2018,5,19.0,81556.0,19.0,79900.0,12.0,82095.0,S,1.0,18.0,80225.0,,,,,,,,
sergey sirotkin,,,2018,5,20.0,82060.0,20.0,79909.0,17.0,82680.0,S,3.0,19.0,79695.0,,,,,,,,
daniel ricciardo,1.0,72126.0,2018,6,1.0,71841.0,1.0,71786.0,5.0,75562.0,F,1.0,1.0,70810.0,,,,,,,,
max verstappen,2.0,72280.0,2018,6,2.0,72035.0,2.0,71787.0,1.0,74260.0,US,1.0,20.0,,,,,,,,,
lewis hamilton,3.0,72480.0,2018,6,4.0,72536.0,5.0,72273.0,8.0,76270.0,F,1.0,3.0,71232.0,,,,,,,,
sebastian vettel,4.0,73041.0,2018,6,3.0,72413.0,3.0,72023.0,7.0,76065.0,F,1.0,2.0,71039.0,,,,,,,,
kimi raikkonen,5.0,73066.0,2018,6,5.0,72543.0,4.0,72142.0,10.0,76392.0,F,1.0,4.0,71266.0,,,,,,,,
carlos sainz,6.0,73456.0,2018,6,10.0,73200.0,9.0,72850.0,18.0,77491.0,F,1.0,8.0,72130.0,,,,,,,,
valtteri bottas,7.0,73502.0,2018,6,6.0,72642.0,6.0,72356.0,9.0,76312.0,F,1.0,5.0,71441.0,,,,,,,,
sergio perez,8.0,73717.0,2018,6,12.0,73370.0,13.0,73025.0,19.0,77546.0,F,1.0,9.0,72154.0,,,,,,,,
romain grosjean,9.0,73943.0,2018,6,18.0,73763.0,18.0,73881.0,2.0,74822.0,US,2.0,18.0,72728.0,,,,,,,,
sergey sirotkin,10.0,73962.0,2018,6,15.0,73547.0,10.0,72854.0,4.0,75325.0,F,3.0,13.0,72521.0,,,,,,,,
esteban ocon,11.0,74000.0,2018,6,13.0,73382.0,12.0,72940.0,14.0,77027.0,F,1.0,6.0,72061.0,,,,,,,,
brendon hartley,12.0,74034.0,2018,6,11.0,73222.0,7.0,72752.0,16.0,77172.0,F,2.0,15.0,73179.0,,,,,,,,
nico hulkenberg,13.0,74134.0,2018,6,7.0,73047.0,14.0,73112.0,6.0,76061.0,US,1.0,11.0,72411.0,,,,,,,,
pierre gasly,14.0,74240.0,2018,6,14.0,73410.0,8.0,72761.0,15.0,77099.0,F,1.0,10.0,72221.0,,,,,,,,
stoffel vandoorne,15.0,74291.0,2018,6,8.0,73077.0,11.0,72874.0,11.0,76864.0,US,2.0,12.0,72440.0,,,,,,,,
charles leclerc,16.0,74521.0,2018,6,17.0,73575.0,17.0,73644.0,20.0,77710.0,US,1.0,14.0,72714.0,,,,,,,,
fernando alonso,17.0,74637.0,2018,6,9.0,73115.0,15.0,73279.0,13.0,77018.0,F,1.0,7.0,72110.0,,,,,,,,
lance stroll,18.0,74782.0,2018,6,19.0,74011.0,16.0,73595.0,3.0,74944.0,US,3.0,17.0,73323.0,,,,,,,,
marcus ericsson,19.0,75206.0,2018,6,20.0,74173.0,20.0,74221.0,12.0,76936.0,US,1.0,16.0,73265.0,,,,,,,,
kevin magnussen,20.0,78801.0,2018,6,16.0,73572.0,19.0,74192.0,17.0,77476.0,US,1.0,19.0,73393.0,,,,,,,,
max verstappen,1.0,73302.0,2018,7,1.0,72198.0,1.0,71599.0,1.0,73864.0,HS,1.0,3.0,70937.0,,,,,,,,
lewis hamilton,2.0,73390.0,2018,7,4.0,72777.0,4.0,71706.0,6.0,74183.0,US,1.0,4.0,70996.0,,,,,,,,
daniel ricciardo,3.0,73518.0,2018,7,3.0,72603.0,5.0,72153.0,5.0,74159.0,HS,1.0,6.0,71116.0,,,,,,,,
sebastian vettel,4.0,73574.0,2018,7,5.0,72985.0,2.0,71648.0,2.0,73964.0,US,1.0,1.0,70764.0,,,,,,,,
valtteri bottas,5.0,73617.0,2018,7,6.0,73061.0,6.0,72255.0,3.0,73992.0,US,1.0,2.0,70857.0,,,,,,,,
kimi raikkonen,6.0,73727.0,2018,7,2.0,72328.0,3.0,71650.0,4.0,74075.0,US,1.0,5.0,71095.0,,,,,,,,
fernando alonso,7.0,73900.0,2018,7,10.0,73866.0,13.0,73225.0,17.0,76180.0,US,2.0,14.0,72856.0,,,,,,,,
carlos sainz,8.0,74116.0,2018,7,17.0,74433.0,14.0,73331.0,13.0,75666.0,HS,1.0,9.0,72168.0,,,,,,,,
stoffel vandoorne,9.0,74311.0,2018,7,16.0,74167.0,10.0,73034.0,15.0,75765.0,US,2.0,15.0,72865.0,,,,,,,,
pierre gasly,10.0,75004.0,2018,7,18.0,74486.0,15.0,73334.0,14.0,75699.0,HS,1.0,19.0,73047.0,,,,,,,,
esteban ocon,11.0,75071.0,2018,7,8.0,73747.0,11.0,73064.0,12.0,75610.0,HS,1.0,8.0,72084.0,,,,,,,,
